issn_l_prefixed,issn_l,title,issns,publisher,subject,subject_top_three,subjects_all,subscribed,is_society_journal,usage,subscription_cost,ill_cost,cpu,cpu_rank,cost,instant_usage_percent,free_instant_usage_percent,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years_text,baseline_access_text,bronze_oa_embargo_months,downloads,citations,authorships,cpu_fuzzed,subscription_cost_fuzzed,subscription_minus_ill_cost_fuzzed,usage_fuzzed,downloads_fuzzed,citations_fuzzed,authorships_fuzzed
issn:0006-3223,0006-3223,Biological psychiatry,"['0006-3223', '1873-2402']",Elsevier BV,Medicine,"Biology,Medicine,Psychology","[[""C71924100"",""Medicine""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""]]",False,True,335,4705.4,66.2982,41.012659,235.0,66.2982,66.211,66,4639,11,55,0,2,32,2016-2025,,,231,8.4,0.2,high,medium,medium,low,low,medium,medium
issn:0264-410X,0264-410X,Vaccine,"['0264-410X', '1873-2518']",Elsevier BV,Medicine,"Biology,Immunology,Medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""]]",False,False,1264,11199.0,159.166,41.525822,236.0,159.166,78.9649,79,11040,56,23,0,1,20,2016-2025,,,890,23.4,1.4,high,high,high,high,high,high,high
issn:0736-5853,0736-5853,Telematics and Informatics,"['0736-5853', '1879-324X']",Elsevier BV,Computer science,"Business,Computer science,Political science","[[""C41008148"",""Computer science""], [""C144133560"",""Business""], [""C17744445"",""Political science""], [""C127413603"",""Engineering""], [""C162324750"",""Economics""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C144024400"",""Sociology""], [""C205649164"",""Geography""]]",False,False,193,3140.0,60.9609,41.604352,237.0,60.9609,61.6562,62,3079,27,35,0,2,36,2016-2025,,,187,0.6,0.0,high,low,low,low,low,low,low
issn:0168-1923,0168-1923,Agricultural and Forest Meteorology,"['0168-1923', '1873-2240']",Elsevier BV,Environmental science,"Biology,Environmental science,Geology","[[""C192562407"",""Materials science""], [""C41008148"",""Computer science""], [""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C95457728"",""History""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""]]",False,False,1264,8383.6,114.7225,42.213802,238.0,114.7225,84.5026,85,8269,51,34,0,1,15,2016-2025,,,871,29.4,1.0,high,high,high,high,high,high,high
issn:0022-3476,0022-3476,The journal of pediatrics/The Journal of pediatrics,"['0022-3476', '1085-8695', '1097-6833']",Elsevier BV,Medicine,"Biology,Internal medicine,Medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C15744967"",""Psychology""]]",False,True,257,3218.2,48.1092,42.49758,239.0,48.1092,70.9487,71,3170,38,33,0,1,28,2016-2025,,,195,6.2,0.0,high,low,low,low,low,low,low
issn:0169-2046,0169-2046,Landscape and Urban Planning,"['0169-2046', '1872-6062']",Elsevier BV,Geography,"Biology,Ecology,Geography","[[""C205649164"",""Geography""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C162324750"",""Economics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C95457728"",""History""], [""C127313418"",""Geology""], [""C17744445"",""Political science""], [""C71924100"",""Medicine""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C144133560"",""Business""]]",False,False,575,4577.6,73.309,42.64831,240.0,73.309,81.645,82,4504,52,29,0,1,17,2016-2025,,,470,10.6,0.0,high,medium,medium,low,low,medium,low
issn:0378-4320,0378-4320,Animal Reproduction Science,"['0378-4320', '1873-2232']",Elsevier BV,Biology,"Biology,Genetics,Medicine","[[""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""]]",False,False,537,5478.0,91.298,42.721352,241.0,91.298,76.5186,77,5387,18,59,0,1,22,2016-2025,,,457,6.0,0.2,high,medium,medium,low,low,low,medium
issn:0167-7152,0167-7152,Statistics & Probability Letters,"['0167-7152', '1879-2103']",Elsevier BV,Mathematics,"Computer science,Mathematics,Statistics","[[""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C121332964"",""Physics""], [""C162324750"",""Economics""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C127413603"",""Engineering""]]",False,False,275,4302.4,67.0382,42.805576,242.0,67.0382,64.0248,64,4235,13,51,0,2,34,2016-2025,,,219,3.6,0.2,high,medium,medium,low,low,low,medium
issn:0024-3795,0024-3795,Linear Algebra and its Applications,"['0024-3795', '1873-1856']",Elsevier BV,Mathematics,"Combinatorics,Mathematics,Pure mathematics","[[""C33923547"",""Mathematics""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C138885662"",""Philosophy""]]",False,True,562,7340.6,92.3908,42.995134,243.0,92.3908,69.9965,70,7248,58,12,0,2,29,2016-2025,,48,362,12.0,0.8,high,high,high,low,low,medium,high
issn:0168-1605,0168-1605,International Journal of Food Microbiology,"['0168-1605', '1879-3460']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,True,1022,9398.2,148.4767,43.137211,244.0,148.4767,79.0217,79,9250,25,54,0,1,20,2016-2025,,,833,19.0,0.0,high,high,high,medium,medium,high,low
issn:0378-3758,0378-3758,Journal of Statistical Planning and Inference,"['0378-3758', '1873-1171']",Elsevier BV,Mathematics,"Computer science,Mathematics,Statistics","[[""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C162324750"",""Economics""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C127413603"",""Engineering""]]",False,False,288,3318.8,54.7197,44.409111,245.0,54.7197,74.4636,74,3264,13,61,0,1,24,2016-2025,,,252,3.6,0.0,high,low,low,low,low,low,low
issn:0891-5849,0891-5849,Free Radical Biology and Medicine,"['0891-5849', '1873-4596']",Elsevier BV,Chemistry,"Biochemistry,Biology,Chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,True,564,8660.4,120.5888,44.640153,246.0,120.5888,66.1071,66,8540,21,45,0,2,32,2016-2025,,,419,12.6,0.2,high,high,high,low,low,medium,medium
issn:0168-3659,0168-3659,Journal of Controlled Release,"['0168-3659', '1873-4995']",Elsevier BV,Chemistry,"Biology,Chemistry,Medicine","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C15744967"",""Psychology""]]",False,False,707,10504.6,155.0614,44.873608,247.0,155.0614,67.3784,67,10350,26,41,0,2,31,2016-2025,,,559,14.8,0.0,high,high,high,medium,medium,medium,low
issn:0301-9322,0301-9322,International Journal of Multiphase Flow,"['0301-9322', '1879-3533']",Elsevier BV,Physics,"Mechanics,Physics,Thermodynamics","[[""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C15744967"",""Psychology""]]",False,False,479,6508.6,89.6997,45.651006,248.0,89.6997,70.6678,71,6419,29,42,0,1,28,2016-2025,,,360,8.0,0.4,high,medium,medium,low,low,medium,medium
issn:0001-8791,0001-8791,Journal of Vocational Behavior,"['0001-8791', '1095-9084']",Elsevier BV,Psychology,"Economics,Psychology,Social psychology","[[""C15744967"",""Psychology""], [""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C144024400"",""Sociology""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""]]",False,False,374,2599.4,43.8169,46.682603,249.0,43.8169,85.3443,85,2556,39,47,0,1,14,2016-2025,,,352,2.2,0.0,high,low,low,low,low,low,low
issn:0098-8472,0098-8472,Environmental and Experimental Botany,"['0098-8472', '1873-7307']",Elsevier BV,Biology,"Biology,Botany,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C192562407"",""Materials science""]]",False,False,349,3296.4,45.1808,47.185342,250.0,45.1808,80.2581,80,3251,38,42,0,1,19,2016-2025,,,269,6.0,0.2,high,low,low,low,low,low,medium
issn:0009-2614,0009-2614,Chemical physics letters,"['0009-2614', '1873-4448']",,Chemistry,"Chemistry,Physics,Quantum mechanics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,False,1099,16303.6,235.5078,47.449078,251.0,235.5078,69.1839,69,16068,11,59,0,2,29,2016-2025,,,899,20.0,0.0,high,high,high,high,high,high,low
issn:0921-4534,0921-4534,"Physica. C, Superconductivity","['0921-4534', '1873-2143']",Elsevier BV,Physics,"Materials science,Physics,Quantum mechanics","[[""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C127313418"",""Geology""]]",False,False,448,4855.4,72.876,47.618528,252.0,72.876,77.5648,78,4783,14,64,0,1,21,2016-2025,,,382,4.6,0.2,high,medium,medium,low,low,low,medium
issn:0924-0136,0924-0136,Journal of Materials Processing Technology,"['0924-0136', '1873-4774']",Elsevier BV,Materials science,"Composite material,Engineering,Materials science","[[""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""]]",False,False,691,9388.4,137.2629,48.194362,253.0,137.2629,72.237,72,9251,20,53,0,1,26,2016-2025,,,582,7.0,0.4,high,high,high,medium,medium,low,medium
issn:0924-4247,0924-4247,Sensors and Actuators A Physical,"['0924-4247', '1873-3069']",Elsevier BV,Physics,"Engineering,Materials science,Physics","[[""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""]]",False,False,719,12066.0,156.8789,48.573649,254.0,156.8789,65.9,66,11909,20,46,0,2,32,2016-2025,,,541,7.8,1.0,high,high,high,medium,medium,medium,high
issn:0260-8774,0260-8774,Journal of Food Engineering,"['0260-8774', '1873-5770']",Elsevier BV,Chemistry,"Biology,Chemistry,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""], [""C71924100"",""Medicine""]]",False,True,913,9533.2,123.1904,48.891142,255.0,123.1904,78.9167,79,9410,24,55,0,1,20,2016-2025,,,687,14.6,0.8,high,high,high,medium,medium,medium,high
issn:0165-1765,0165-1765,Economics Letters,"['0165-1765', '1873-7374']",Elsevier BV,Economics,"Computer science,Economics,Mathematics","[[""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C144133560"",""Business""], [""C17744445"",""Political science""], [""C138885662"",""Philosophy""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""]]",False,False,443,6916.6,105.3753,49.002406,256.0,105.3753,68.6252,69,6811,27,41,0,2,30,2016-2025,,,395,2.8,0.2,high,medium,medium,low,low,low,medium
issn:0304-4238,0304-4238,Scientia Horticulturae,"['0304-4238', '1879-1018']",Elsevier BV,Biology,"Biology,Botany,Horticulture","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C192562407"",""Materials science""], [""C205649164"",""Geography""]]",False,False,587,6100.6,86.3459,50.545838,257.0,86.3459,79.7379,80,6014,38,41,0,1,19,2016-2025,,,501,4.6,0.4,high,medium,medium,low,medium,low,medium
issn:0022-328X,0022-328X,Journal of organometallic chemistry,"['0022-328X', '1872-8561']",,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C71924100"",""Medicine""]]",False,False,638,8215.4,128.5609,50.626905,258.0,128.5609,74.974,75,8087,13,62,0,1,24,2016-2025,,,604,3.4,0.0,high,high,high,medium,medium,low,low
issn:1462-9011,1462-9011,Environmental Science & Policy,"['1462-9011', '1873-6416']",Elsevier BV,Economics,"Biology,Economics,Environmental science","[[""C162324750"",""Economics""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C144133560"",""Business""], [""C205649164"",""Geography""], [""C17744445"",""Political science""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C127413603"",""Engineering""], [""C95457728"",""History""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""], [""C144024400"",""Sociology""], [""C15744967"",""Psychology""], [""C33923547"",""Mathematics""]]",False,False,287,2692.6,40.4222,51.122554,259.0,40.4222,81.9196,82,2652,59,23,0,1,17,2016-2025,,,263,2.4,0.0,high,low,low,low,low,low,low
issn:1467-0895,1467-0895,International Journal of Accounting Information Systems,"['1467-0895', '1873-4723']",Elsevier BV,Computer science,"Business,Computer science,Economics","[[""C41008148"",""Computer science""], [""C144133560"",""Business""], [""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C127413603"",""Engineering""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C15744967"",""Psychology""]]",False,False,53,917.6,11.6661,51.605522,260.0,11.6661,66.693,67,906,24,42,0,2,32,2016-2025,,,41,1.2,0.0,high,low,low,low,low,low,low
issn:0032-3861,0032-3861,Polymer,"['0032-3861', '1873-2291']",,Materials science,"Chemistry,Materials science,Physics","[[""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""]]",False,False,1333,21291.6,289.109,51.750443,261.0,289.109,69.5497,70,21002,16,53,0,2,29,2016-2025,,,1117,19.6,0.2,high,high,high,high,high,high,medium
issn:0040-4039,0040-4039,Tetrahedron letters,"['0040-4039', '1873-3581']",,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""]]",False,False,2237,21497.6,327.8733,52.823717,262.0,327.8733,82.0856,82,21170,13,69,0,1,17,2016-2025,,,2153,8.4,0.0,high,high,high,high,high,medium,low
issn:0305-750X,0305-750X,World Development,"['0305-750X', '1873-5991']",Elsevier BV,Economics,"Economics,Law,Political science","[[""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C144133560"",""Business""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C144024400"",""Sociology""], [""C41008148"",""Computer science""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,579,7130.0,98.2589,52.858208,263.0,98.2589,77.0109,77,7032,42,35,0,1,22,2016-2025,,,503,5.6,0.2,high,medium,high,low,medium,low,medium
issn:0921-8009,0921-8009,Ecological Economics,"['0921-8009', '1873-6106']",Elsevier BV,Economics,"Biology,Ecology,Economics","[[""C162324750"",""Economics""], [""C86803240"",""Biology""], [""C17744445"",""Political science""], [""C144133560"",""Business""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C39432304"",""Environmental science""], [""C33923547"",""Mathematics""], [""C95457728"",""History""], [""C138885662"",""Philosophy""], [""C144024400"",""Sociology""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""]]",False,False,669,5785.4,78.783,53.861761,264.0,78.783,84.1611,84,5707,49,35,0,1,15,2016-2025,,,585,8.4,0.0,high,medium,medium,medium,medium,medium,low
issn:0006-291X,0006-291X,Biochemical and biophysical research communications,"['0006-291X', '1090-2104']",,Chemistry,"Biochemistry,Biology,Chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,False,1261,18675.0,229.2433,54.195024,265.0,229.2433,73.014,73,18446,23,50,0,1,26,2016-2025,,,999,26.2,0.0,high,high,high,high,high,high,low
issn:0742-051X,0742-051X,Teaching and Teacher Education,"['0742-051X', '1879-2480']",Elsevier BV,Psychology,"Mathematics,Psychology,Sociology","[[""C15744967"",""Psychology""], [""C144024400"",""Sociology""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C138885662"",""Philosophy""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C142362112"",""Art""]]",False,False,414,4162.2,51.8758,54.39707,266.0,51.8758,81.7632,82,4110,48,34,0,1,17,2016-2025,,,335,6.0,0.2,high,medium,medium,low,low,low,medium
issn:0149-7634,0149-7634,Neuroscience & Biobehavioral Reviews,"['0149-7634', '1873-7528']",Elsevier BV,Psychology,"Biology,Medicine,Psychology","[[""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C138885662"",""Philosophy""]]",False,True,662,6718.4,85.2399,54.971098,267.0,85.2399,81.7653,82,6633,57,25,0,1,17,2016-2025,,,550,9.2,0.2,high,medium,medium,medium,medium,medium,medium
issn:0921-4488,0921-4488,Small Ruminant Research,"['0921-4488', '1879-0941']",Elsevier BV,Biology,"Animal science,Biology,Medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C121332964"",""Physics""]]",False,True,286,4510.6,57.6226,55.15836,268.0,57.6226,71.7351,72,4453,25,47,0,1,27,2016-2025,,,240,4.6,0.0,high,medium,medium,low,low,low,low
issn:1084-9521,1084-9521,Seminars in Cell and Developmental Biology,"['1084-9521', '1096-3634']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""]]",False,False,308,2385.0,29.6212,55.85437,269.0,29.6212,86.3034,86,2355,63,24,0,1,13,2016-2025,,,250,5.8,0.0,high,low,low,low,low,low,low
issn:0021-9290,0021-9290,Journal of Biomechanics,"['0021-9290', '1873-2380']",Elsevier BV,Medicine,"Biology,Medicine,Physics","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""], [""C15744967"",""Psychology""]]",False,True,1039,10988.0,110.9717,56.102755,270.0,110.9717,81.3461,81,10877,42,39,0,1,18,2016-2025,,,700,20.0,1.4,high,high,high,medium,medium,high,high
issn:0167-7012,0167-7012,Journal of Microbiological Methods,"['0167-7012', '1872-8359']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,False,595,5886.0,78.7568,56.177704,271.0,78.7568,82.632,83,5807,30,53,0,1,16,2016-2025,,,533,6.2,0.0,high,medium,medium,low,medium,low,low
issn:0006-4971,0006-4971,Blood,"['0006-4971', '1528-0020']",,Medicine,"Biology,Internal medicine,Medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""]]",False,True,392,2899.4,17.1927,56.707363,272.0,17.1927,87.0316,87,2882,85,2,0,1,12,2016-2025,,12,156,23.6,0.0,high,low,low,low,low,high,low
issn:0304-4017,0304-4017,Veterinary Parasitology,"['0304-4017', '1873-2550']",Elsevier BV,Biology,"Biology,Medicine,Veterinary medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""]]",False,True,730,7822.0,99.069,57.04119,273.0,99.069,81.4493,81,7723,22,60,0,1,18,2016-2025,,,628,8.2,0.2,high,high,high,medium,medium,medium,medium
issn:1874-3919,1874-3919,Journal of Proteomics,"['1874-3919', '1876-7737']",Elsevier BV,Biology,"Biochemistry,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""]]",False,False,369,6626.2,79.5012,57.887797,274.0,79.5012,69.3301,69,6547,22,47,0,2,29,2016-2025,,,305,4.4,0.2,high,medium,medium,low,low,low,medium
issn:0016-7037,0016-7037,Geochimica et Cosmochimica Acta,"['0016-7037', '1872-9533']",Elsevier BV,Geology,"Biology,Chemistry,Geology","[[""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""]]",False,True,918,8281.0,83.5433,58.020107,275.0,83.5433,84.6135,85,8197,48,37,0,1,15,2016-2025,,,639,26.0,0.2,high,high,high,medium,medium,high,medium
issn:0039-6028,0039-6028,Surface science,"['0039-6028', '1879-2758']",,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""]]",False,False,691,5412.4,59.6925,58.673478,276.0,59.6925,86.7957,87,5353,24,62,0,1,13,2016-2025,,,532,8.0,0.8,high,medium,medium,medium,medium,medium,high
issn:0040-4020,0040-4020,Tetrahedron,"['0040-4020', '1464-5416']",,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""]]",False,False,1046,14047.8,190.3135,59.41147,277.0,190.3135,77.7103,78,13857,15,63,0,1,21,2016-2025,,,1004,4.2,0.0,high,high,high,medium,high,low,low
issn:0920-5861,0920-5861,Catalysis Today,"['0920-5861', '1873-4308']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,768,14400.0,169.0751,61.682179,278.0,169.0751,69.9622,70,14231,29,41,0,2,29,2016-2025,,,662,10.6,0.0,high,high,high,medium,medium,medium,low
issn:0169-409X,0169-409X,Advanced Drug Delivery Reviews,"['0169-409X', '1872-8294']",Elsevier BV,Biology,"Biology,Chemistry,Medicine","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C192562407"",""Materials science""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,660,10566.6,108.6993,62.260045,279.0,108.6993,74.5529,75,10458,59,15,0,1,24,2016-2025,,,503,9.8,0.6,high,high,high,medium,medium,medium,high
issn:0927-0248,0927-0248,Solar Energy Materials and Solar Cells,"['0927-0248', '1879-3398']",Elsevier BV,Physics,"Engineering,Materials science,Physics","[[""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""]]",False,False,431,8163.0,68.4805,62.329494,280.0,68.4805,69.8811,70,8095,23,47,0,2,29,2016-2025,,,267,16.4,0.0,high,high,high,low,low,high,low
issn:0166-0934,0166-0934,Journal of Virological Methods,"['0166-0934', '1879-0984']",Elsevier BV,Biology,"Biology,Genetics,Medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""]]",False,False,610,7092.8,84.7804,63.373287,281.0,84.7804,81.871,82,7008,66,15,0,1,17,2016-2025,,,550,6.0,0.0,high,medium,high,medium,medium,low,low
issn:0022-5096,0022-5096,Journal of the Mechanics and Physics of Solids,"['0022-5096', '1873-4782']",Elsevier BV,Materials science,"Composite material,Materials science,Physics","[[""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""]]",False,False,520,9363.4,99.1406,63.908192,282.0,99.1406,72.1376,72,9264,31,41,0,1,26,2016-2025,,,419,10.2,0.0,high,high,high,low,low,medium,low
issn:0377-2217,0377-2217,European Journal of Operational Research,"['0377-2217', '1872-6860']",Elsevier BV,Computer science,"Computer science,Economics,Mathematics","[[""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C127413603"",""Engineering""], [""C144133560"",""Business""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C17744445"",""Political science""]]",False,False,722,12351.2,120.5627,65.238514,283.0,120.5627,74.0412,74,12231,33,41,0,1,25,2016-2025,,,546,17.6,0.0,high,high,high,medium,medium,high,low
issn:0278-6915,0278-6915,Food and Chemical Toxicology,"['0278-6915', '1873-6351']",Elsevier BV,Chemistry,"Biology,Chemistry,Medicine","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""]]",False,False,390,9062.0,89.1231,65.441694,284.0,89.1231,64.8872,65,8973,14,51,0,2,33,2016-2025,,,299,9.2,0.0,high,high,high,low,low,medium,low
issn:0003-3472,0003-3472,Animal Behaviour,"['0003-3472', '1095-8282']",Elsevier BV,Biology,"Biology,Ecology,Zoology","[[""C86803240"",""Biology""], [""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C205649164"",""Geography""], [""C138885662"",""Philosophy""]]",False,True,533,2289.4,22.1838,65.453535,285.0,22.1838,93.5034,94,2267,48,45,0,0,6,2016-2025,,,390,14.4,0.0,high,low,low,low,low,medium,low
